VehicleNumber,Lines,Brigade,Time,Lon,Lat
1000,213,3,2024-02-20 21:54:17,21.203158,52.159419
1001,213,1,2024-02-20 21:54:28,21.0901643,52.2210885
1002,213,3,2024-02-20 10:48:23,21.114889,52.234758
1003,225,503,2024-02-20 17:53:36,21.115856,52.234526
1004,213,5,2024-02-20 21:41:49,21.115704,52.23454
1005,225,501,2024-02-20 11:22:48,21.115124,52.234704
1006,213,4,2024-02-20 21:54:28,21.2251998,52.1701413
1007,219,2,2024-02-20 21:54:29,21.1021748,52.2227784
10071,L-8,1,2024-02-20 21:54:32,21.0412946,52.3971278
10072,L31,1,2024-02-20 20:41:43,21.1839363,52.4194615
10073,L49,1,2024-02-20 21:54:29,20.9192038,52.3979905
10074,L24,696,2024-02-20 21:54:33,21.015356,52.0742326
10075,L-8,02,2024-02-20 19:48:41,21.1389491,52.3829843
1008,219,1,2024-02-20 21:54:28,21.1343696,52.2142283
1009,225,502,2024-02-20 18:42:56,21.115101,52.234625
1010,219,3,2024-02-20 21:54:34,21.1480735,52.1868515
1011,213,2,2024-02-20 13:44:19,21.114133,52.234521
1012,196,03,2024-02-20 19:27:40,21.11512,52.234641
1013,213,2,2024-02-20 21:54:32,21.1577005,52.2134683
1014,225,04,2024-02-20 18:04:52,21.115725,52.234546
1020,239,777,2024-02-20 20:16:52,20.995161,52.188316
1021,107,3,2024-02-20 13:26:00,20.997833,52.186599
1022,192,1,2024-02-20 20:17:33,20.995676,52.187977
1023,108,3,2024-02-20 10:18:54,20.9979301,52.1861087
1024,208,05,2024-02-20 20:14:11,20.9957325,52.1885077
1025,107,1,2024-02-20 21:54:32,20.9794017,52.2444852
1026,239,776,2024-02-20 19:53:19,20.995544,52.188107
1027,339,03,2024-02-20 19:58:06,20.9960769,52.1884927
1028,339,02,2024-02-20 19:34:14,20.995865,52.188534
1029,192,06,2024-02-20 19:05:48,20.995291,52.188274
1030,192,5,2024-02-20 20:18:42,20.9956582,52.1880444
1031,263,06,2024-02-20 20:41:35,20.995576,52.1879807
1032,108,5,2024-02-20 21:54:28,21.031385,52.229267
1033,263,4,2024-02-20 21:54:33,21.1075131,52.1629102
1034,192,2,2024-02-20 19:01:19,20.9969786,52.1876256
1035,108,1,2024-02-20 21:51:02,20.997588,52.186481
1036,209,776,2024-02-20 15:43:02,20.997886,52.186201
1037,192,2,2024-02-20 19:59:53,20.99564,52.188503
1038,164,04,2024-02-20 20:03:29,20.9955077,52.1881662
1039,208,04,2024-02-20 21:54:32,20.995842,52.187374
1040,107,2,2024-02-20 21:54:23,20.98984,52.244118
1041,107,2,2024-02-15 07:45:40,21.046568,52.263918
1042,204,03,2024-02-20 18:17:49,21.045439,52.264429
1043,107,4,2024-02-20 21:23:58,21.044083,52.265174
1044,107,5,2024-02-20 21:54:19,21.052345,52.197305
1045,107,8,2024-02-20 21:54:23,21.0199867,52.2238133
1046,204,04,2024-02-20 19:15:42,21.044516,52.264936
1048,204,05,2024-02-20 21:01:34,21.045236,52.264851
1049,204,06,2024-02-20 19:37:52,21.045661,52.264373
1050,207,1,2024-02-20 21:54:24,20.878855,52.192705
1051,228,1,2024-02-20 21:54:17,20.893115,52.200323
1052,228,3,2024-02-20 21:54:23,20.9252717,52.20768
1053,191,591,2024-02-20 15:12:33,20.918443,52.196871
1054,228,2,2024-02-20 21:54:29,20.966296,52.199613
1055,208,2,2024-02-20 21:54:23,20.943203,52.205451
1056,207,4,2024-02-13 08:52:19,20.918528,52.196728
1057,208,591,2024-02-20 21:54:19,20.9638083,52.2079517
1058,207,3,2024-02-13 07:31:20,20.919635,52.1969033
1059,207,3,2024-02-20 21:54:23,20.8945266,52.2001866
1060,108,2,2024-02-20 21:54:26,21.024229,52.179642
1061,163,03,2024-02-20 19:18:20,20.995074,52.1882337
1062,107,6,2024-02-20 21:54:33,21.0842959,52.1936675
1063,108,3,2024-02-20 21:54:32,21.0438122,52.1754552
1064,200,1,2024-02-20 19:22:05,20.995689,52.188526
1065,108,399,2024-02-20 21:54:32,21.0783291,52.2000804
1066,108,4,2024-02-20 21:54:33,20.995863,52.186909
1067,209,776,2024-02-20 14:38:54,20.9962722,52.187548
1068,192,3,2024-02-20 20:16:23,20.9960589,52.188592
